,Household_ID,Daily_Water_Usage_Liters,Number_of_Family_Members,Type_of_Residence,Water_Source,Monthly_Water_Bill,Smart_Meter_Reading,Leakage_Detection,Region,Income_Bracket,Number_of_Bathrooms,Average_Shower_Time_Minutes,Rainwater_Harvesting
1515,HH001516,193.91,6.0,house,municipal,28.97,193.83,No,Urban,Medium,2.0,12.07,No
1519,HH001520,292.7,3.0,apartment,municipal,47.1,288.38,No,Suburban,Medium,1,7.46,Yes
1526,HH001527,294.23,3,apartment,well,48.21,303.33,No,Rural,High,3.0,8.96,Yes
1536,HH001537,225.68,2.0,apartment,municipal,31.59,226.87,No,Urban,Medium,1.0,9.59,No
1537,HH001538,173.36,3.0,apartment,municipal,24.71,172.65,No,Urban,Low,2.0,12.18,No
1550,HH001551,194.99,3.0,apartment,municipal,28.99,195.88,No,Urban,Medium,1,5.99,No
1553,HH001554,158.66,3,apartment,municipal,22.96,155.28,No,Urban,Medium,1.0,3.57,No
1561,HH001562,162.64,3.0,apartment,municipal,25.29,155.77,No,Rural,Medium,1,3.94,No
1569,HH001570,173.55,3,apartment,municipal,28.41,175.87,No,Urban,Medium,2.0,10.81,No
1571,HH001572,137.29,3,house,municipal,20.74,131.72,No,Urban,Low,4.0,12.56,No
1572,HH001573,214.68,3,apartment,municipal,31.71,212.89,No,Urban,Low,2.0,6.02,No
1578,HH001579,163.27,3,apartment,municipal,23.67,156.93,No,Urban,Low,1,6.13,No
1585,HH001586,234.66,3,apartment,municipal,33.81,239.8,No,Suburban,Medium,1.0,13.32,No
1597,HH001598,302.87,4.0,apartment,municipal,42.83,308.6,No,Suburban,Medium,3.0,4.87,Yes
1599,HH001600,163.6,5.0,apartment,municipal,25.42,160.01,No,Urban,Medium,2.0,7.99,No
1600,HH001601,190.86,3.0,apartment,rainwater harvesting,29.35,191.17,No,Urban,Low,1,13.83,No
1616,HH001617,214.94,4.0,apartment,municipal,32.05,219.57,No,Suburban,Medium,1.0,9.35,No
1617,HH001618,162.41,4.0,apartment,municipal,24.54,164.91,No,Urban,Medium,3.0,7.86,No
1629,HH001630,242.64,3.0,house,well,36.94,242.59,No,Urban,Medium,2.0,7.59,No
1630,HH001631,224.24,4.0,house,borewell,33.38,220.55,No,Suburban,Medium,1.0,5.98,No
1632,HH001633,167.82,1.0,house,rainwater harvesting,22.67,164.1,No,Rural,Medium,1.0,4.17,No
1638,HH001639,303.13,3.0,apartment,well,44.27,303.78,No,Rural,High,3.0,3.0,Yes
1647,HH001648,249.29,4.0,apartment,municipal,39.3,249.18,No,Urban,Medium,1,10.64,No
1653,HH001654,182.34,6.0,house,municipal,24.75,190.27,No,Urban,High,2.0,11.44,No
1660,HH001661,265.86,3.0,apartment,municipal,39.99,259.43,No,Suburban,Medium,1.0,13.31,No
1665,HH001666,198.86,3,house,municipal,28.14,196.84,No,Rural,Medium,1,7.58,No
1678,HH001679,249.92,4.0,apartment,municipal,39.17,250.91,No,Urban,Low,1.0,7.74,No
1680,HH001681,220.19,5.0,apartment,municipal,30.37,208.54,No,Urban,Medium,2.0,3.0,No
1693,HH001694,132.7,3,apartment,borewell,21.89,129.53,No,Urban,Medium,1.0,7.05,No
1699,HH001700,208.98,7.0,apartment,municipal,31.62,210.39,No,Rural,Low,3.0,4.01,No
1703,HH001704,255.48,6.0,apartment,municipal,41.1,259.1,No,Urban,Medium,2.0,6.34,No
1711,HH001712,193.98,7.0,house,borewell,28.69,189.04,No,Rural,Medium,2.0,10.14,No
1717,HH001718,209.52,7.0,apartment,borewell,28.59,220.24,No,Urban,Medium,2.0,4.44,No
1719,HH001720,178.23,3,apartment,municipal,27.21,172.26,No,Urban,Medium,2.0,9.18,No
1734,HH001735,240.0,2.0,house,well,33.81,243.1,No,Rural,Medium,3.0,3.0,No
1735,HH001736,119.18,3,apartment,borewell,17.0,119.97,No,Urban,High,2.0,7.21,No
1738,HH001739,247.52,6.0,apartment,municipal,37.5,245.17,No,Urban,Medium,1.0,12.74,No
1740,HH001741,194.78,3,apartment,well,30.0,203.95,No,Urban,Medium,1.0,14.19,No
1742,HH001743,203.5,5.0,apartment,municipal,30.43,201.81,No,Urban,High,3.0,7.43,No
1747,HH001748,225.05,3,house,municipal,30.9,207.74,No,Urban,Low,2.0,13.18,No
1757,HH001758,247.64,3,apartment,municipal,36.0,245.28,No,Urban,High,1,6.41,No
1771,HH001772,284.75,3,apartment,municipal,44.89,286.91,No,Rural,Medium,1,6.23,Yes
1778,HH001779,178.53,4.0,house,municipal,25.23,184.08,No,Urban,Medium,4.0,8.36,No
1784,HH001785,204.12,3,apartment,municipal,32.24,202.88,No,Suburban,Medium,2.0,9.12,No
1790,HH001791,106.24,2.0,apartment,municipal,17.22,107.67,No,Urban,High,1.0,6.62,No
1800,HH001801,295.06,4.0,apartment,municipal,45.85,295.85,No,Suburban,Low,3.0,5.24,No
1803,HH001804,124.31,3,apartment,municipal,17.47,126.64,No,Urban,Medium,2.0,9.1,No
1808,HH001809,120.94,3,apartment,municipal,17.44,109.93,No,Suburban,High,1,3.73,No
1809,HH001810,244.75,4.0,house,rainwater harvesting,35.54,237.31,No,Rural,Medium,2.0,8.37,No
1829,HH001830,200.94,5.0,apartment,municipal,33.04,200.62,No,Rural,Medium,4.0,9.54,No
1833,HH001834,214.36,3.0,apartment,municipal,30.2,215.31,No,Urban,Low,1,6.77,No
1844,HH001845,207.99,5.0,apartment,well,29.84,210.36,No,Urban,Medium,2.0,7.54,No
1848,HH001849,248.47,2.0,apartment,rainwater harvesting,38.84,245.39,No,Rural,Low,3.0,11.63,No
1854,HH001855,250.03,8.0,apartment,rainwater harvesting,35.59,247.25,No,Urban,Medium,1.0,7.97,No
1859,HH001860,213.02,4.0,apartment,rainwater harvesting,35.09,218.49,No,Urban,Medium,2.0,4.58,Yes
1861,HH001862,240.54,7.0,house,municipal,38.34,234.51,No,Urban,Low,3.0,7.31,No
1864,HH001865,265.22,3.0,apartment,municipal,42.53,263.94,No,Rural,Medium,1,9.58,No
1868,HH001869,145.45,7.0,apartment,municipal,20.59,160.34,No,Urban,High,1.0,11.62,No
1872,HH001873,184.6,3.0,apartment,well,28.79,188.06,No,Urban,Medium,1,5.85,No
1880,HH001881,248.24,3,house,municipal,34.79,241.9,No,Suburban,Medium,1.0,15.52,No
1882,HH001883,138.28,3,apartment,rainwater harvesting,19.56,134.55,No,Urban,High,1,10.38,No
1886,HH001887,159.52,7.0,apartment,municipal,23.73,155.35,No,Urban,Medium,3.0,9.64,No
1890,HH001891,227.31,3,apartment,municipal,36.26,233.39,No,Urban,Low,1.0,6.88,No
1897,HH001898,279.93,5.0,house,municipal,41.49,277.16,No,Urban,Low,2.0,5.14,No
1903,HH001904,218.48,2.0,apartment,municipal,32.45,213.66,No,Suburban,Low,2.0,7.78,No
1907,HH001908,143.66,3.0,house,rainwater harvesting,22.59,140.75,No,Urban,Low,1.0,9.18,No
1916,HH001917,160.61,4.0,apartment,borewell,22.74,164.87,No,Urban,Medium,1,6.6,No
1918,HH001919,191.59,3,house,municipal,27.57,203.57,No,Suburban,Medium,1.0,4.51,No
1931,HH001932,224.83,6.0,apartment,rainwater harvesting,31.32,223.91,Yes,Rural,Medium,1,4.46,No
1933,HH001934,194.7,7.0,apartment,municipal,27.1,200.19,No,Urban,Medium,2.0,10.33,No
1941,HH001942,180.42,3,apartment,municipal,26.23,180.21,No,Suburban,High,1,15.6,Yes
1942,HH001943,213.46,3,apartment,municipal,32.69,217.26,No,Rural,Medium,4.0,5.49,No
1955,HH001956,268.72,9.0,apartment,municipal,41.58,273.26,No,Urban,Medium,1,8.8,No
1956,HH001957,93.22,3,house,municipal,13.34,80.0,No,Urban,Medium,3.0,13.08,No
1964,HH001965,227.78,2.0,apartment,municipal,34.01,225.92,No,Rural,Medium,4.0,8.38,No
1967,HH001968,192.44,4.0,house,municipal,26.29,202.07,Yes,Suburban,Low,1.0,11.75,Yes
1972,HH001973,232.8,3.0,apartment,borewell,32.92,231.84,No,Urban,Medium,2.0,11.56,No
1980,HH001981,151.42,5.0,apartment,municipal,23.73,149.96,No,Urban,Medium,1.0,13.34,No
1986,HH001987,236.25,2.0,apartment,municipal,38.73,231.43,No,Urban,Low,2.0,7.3,Yes
1998,HH001999,191.85,3,apartment,municipal,26.03,187.09,No,Urban,Medium,1,8.13,No
2005,HH002006,210.66,3,apartment,municipal,31.96,208.31,No,Rural,High,1,10.15,No
2011,HH002012,161.86,4.0,house,municipal,22.01,167.37,No,Urban,Medium,2.0,7.54,No
2023,HH002024,134.56,3,apartment,municipal,20.96,146.58,No,Urban,Low,1,6.77,No
2030,HH002031,240.36,3.0,apartment,municipal,37.66,251.94,No,Urban,Medium,1.0,5.22,No
2036,HH002037,219.62,4.0,apartment,municipal,29.74,216.7,No,Suburban,High,2.0,9.98,No
2045,HH002046,256.05,3,house,municipal,38.92,257.62,No,Urban,Low,1,10.13,Yes
2058,HH002059,213.13,3.0,apartment,municipal,30.58,219.41,No,Urban,Medium,2.0,11.35,No
2062,HH002063,219.52,3.0,house,municipal,35.69,224.8,No,Urban,Medium,1.0,8.62,No
2063,HH002064,194.84,4.0,house,municipal,32.04,202.62,No,Rural,Medium,2.0,15.44,No
2064,HH002065,213.27,5.0,house,municipal,32.74,215.5,No,Suburban,Medium,1,9.36,No
2071,HH002072,261.81,2.0,apartment,municipal,37.61,255.89,No,Urban,Medium,1.0,13.11,No
2078,HH002079,193.03,2.0,apartment,municipal,29.1,190.81,No,Urban,Medium,1.0,13.83,No
2079,HH002080,177.49,3,apartment,municipal,24.35,176.39,No,Rural,Low,1,7.78,No
2086,HH002087,174.59,4.0,house,well,25.92,179.2,No,Urban,Medium,2.0,8.76,No
2100,HH002101,218.82,3,house,rainwater harvesting,33.41,209.1,No,Urban,Medium,1,9.19,Yes
2106,HH002107,154.97,3,apartment,municipal,23.53,147.19,No,Urban,Low,1.0,9.89,No
2108,HH002109,183.57,1.0,apartment,borewell,29.74,180.8,No,Suburban,Low,1,7.26,No
2109,HH002110,230.16,2.0,apartment,municipal,32.05,235.31,No,Urban,Medium,1.0,10.14,No
2115,HH002116,174.34,2.0,house,municipal,26.13,173.87,No,Urban,Medium,1,6.35,No
2123,HH002124,186.86,3,apartment,municipal,30.23,178.39,No,Urban,Medium,2.0,12.03,No
2126,HH002127,140.96,3,apartment,well,20.12,144.99,No,Suburban,Medium,1,11.13,No
2134,HH002135,182.3,3.0,apartment,municipal,27.8,184.04,No,Urban,Medium,2.0,11.01,No
2141,HH002142,202.54,3,apartment,municipal,30.71,200.16,No,Rural,Low,2.0,14.02,No
2148,HH002149,194.84,3,apartment,municipal,27.83,198.1,No,Rural,Medium,1,10.45,No
2157,HH002158,184.11,3.0,apartment,municipal,29.94,179.94,No,Rural,Medium,1,11.56,No
2158,HH002159,264.08,3,house,municipal,38.08,252.32,No,Suburban,Medium,2.0,9.87,No
2160,HH002161,144.43,4.0,house,municipal,23.26,142.06,No,Rural,Medium,2.0,8.89,No
2162,HH002163,224.91,6.0,house,municipal,34.85,230.61,No,Urban,Low,1.0,3.18,No
2163,HH002164,257.01,3.0,house,municipal,35.04,262.88,No,Urban,Medium,2.0,5.79,No
2164,HH002165,279.03,3,apartment,rainwater harvesting,40.01,283.37,No,Suburban,Medium,3.0,8.0,No
2168,HH002169,188.3,3,apartment,borewell,27.73,196.43,No,Urban,Medium,1.0,8.51,No
2169,HH002170,223.32,3,apartment,municipal,30.8,219.74,No,Urban,Medium,2.0,11.14,No
2172,HH002173,184.01,3.0,apartment,municipal,28.06,186.21,No,Urban,Medium,2.0,11.6,No
2184,HH002185,89.41,3,apartment,well,12.51,92.38,No,Urban,Medium,2.0,8.57,No
2185,HH002186,276.67,5.0,apartment,municipal,39.64,271.44,No,Urban,Low,1,3.0,No
2200,HH002201,290.22,3,house,municipal,39.62,297.21,No,Suburban,Medium,1,5.14,No
2210,HH002211,137.48,5.0,house,municipal,19.37,143.64,No,Suburban,Low,1,4.14,No
2216,HH002217,178.16,3,apartment,borewell,25.1,176.66,No,Urban,Medium,4.0,12.45,No
2217,HH002218,196.69,7.0,apartment,municipal,31.03,190.49,No,Suburban,Low,1.0,6.45,No
2224,HH002225,167.53,2.0,apartment,municipal,26.78,171.23,No,Suburban,Medium,1.0,9.58,No
2233,HH002234,244.63,3,apartment,borewell,38.48,231.04,No,Rural,Medium,1,4.55,No
2235,HH002236,236.54,3.0,apartment,municipal,34.61,242.45,No,Urban,Medium,1,4.61,No
2257,HH002258,178.96,3,apartment,municipal,27.86,171.46,No,Suburban,High,1,10.74,No
2262,HH002263,261.79,3,house,municipal,36.44,265.83,No,Suburban,Low,1.0,8.63,No
2265,HH002266,259.63,3.0,apartment,municipal,37.59,256.92,No,Suburban,Medium,1,12.79,No
2271,HH002272,175.64,3.0,apartment,borewell,25.01,178.75,No,Urban,Medium,4.0,10.93,Yes
2277,HH002278,142.56,3,apartment,municipal,21.58,137.61,No,Suburban,Medium,1.0,5.44,No
2279,HH002280,223.13,3,apartment,municipal,35.19,220.6,No,Urban,Medium,3.0,6.32,No
2288,HH002289,170.12,8.0,apartment,municipal,26.77,158.81,No,Urban,Low,1,3.0,No
2295,HH002296,226.13,6.0,apartment,rainwater harvesting,31.86,228.11,No,Urban,Medium,3.0,9.25,No
2298,HH002299,232.52,3,apartment,municipal,34.24,234.88,No,Rural,Medium,1.0,6.37,No
2314,HH002315,233.3,3,apartment,rainwater harvesting,33.92,233.25,No,Urban,Medium,2.0,6.98,No
2329,HH002330,242.46,7.0,apartment,municipal,37.02,245.66,No,Rural,High,2.0,5.89,No
2336,HH002337,225.03,4.0,apartment,municipal,34.87,232.11,No,Suburban,Medium,2.0,9.07,No
2344,HH002345,92.33,5.0,house,municipal,12.99,87.75,No,Suburban,Medium,1.0,5.33,No
2345,HH002346,254.86,3,house,municipal,41.97,255.58,No,Urban,Medium,2.0,8.4,No
2352,HH002353,234.18,3,apartment,municipal,37.27,237.13,No,Rural,Medium,1.0,6.08,No
2356,HH002357,181.54,3,apartment,municipal,27.72,177.64,No,Urban,Medium,1.0,3.73,No
2362,HH002363,123.88,3,apartment,municipal,19.28,136.82,No,Urban,Medium,2.0,8.34,No
2365,HH002366,276.69,3,apartment,municipal,38.46,274.13,No,Suburban,Low,1,10.55,Yes
2367,HH002368,114.63,6.0,apartment,municipal,18.64,118.25,No,Urban,Medium,1,4.36,No
2378,HH002379,179.33,3,house,municipal,26.54,180.49,No,Urban,High,1,6.89,No
2381,HH002382,152.14,4.0,house,municipal,24.53,152.08,No,Suburban,Medium,2.0,9.27,No
2392,HH002393,125.17,2.0,apartment,municipal,19.65,123.24,No,Rural,Low,1,9.89,No
2398,HH002399,210.36,3,apartment,municipal,31.16,209.66,Yes,Suburban,Medium,1,8.87,No
2414,HH002415,250.88,1.0,apartment,municipal,36.5,247.98,No,Rural,High,1.0,8.2,No
2417,HH002418,217.03,3,house,municipal,33.25,221.94,No,Urban,Medium,3.0,8.47,No
2422,HH002423,188.53,3,apartment,municipal,25.47,191.83,No,Urban,Medium,1.0,10.48,Yes
2424,HH002425,123.44,3.0,apartment,municipal,16.82,126.34,No,Urban,Low,1,7.82,No
2427,HH002428,196.89,3,house,municipal,29.09,192.25,No,Suburban,Medium,3.0,3.06,No
2436,HH002437,193.43,1.0,house,borewell,29.74,199.49,No,Urban,Medium,3.0,8.76,No
2451,HH002452,158.41,2.0,apartment,municipal,25.45,156.78,No,Urban,Low,4.0,3.55,No
2453,HH002454,164.21,2.0,house,municipal,26.09,163.36,No,Urban,Low,1,8.59,No
2469,HH002470,189.53,3,house,borewell,26.92,191.45,No,Suburban,Medium,1,15.8,No
2471,HH002472,318.19,5.0,apartment,municipal,46.63,321.06,No,Urban,High,2.0,12.78,No
2481,HH002482,285.97,5.0,house,municipal,46.94,284.26,No,Suburban,High,3.0,7.5,No
2483,HH002484,161.67,3.0,apartment,municipal,26.27,171.3,Yes,Rural,Medium,3.0,8.04,No
2492,HH002493,175.34,6.0,apartment,municipal,24.67,176.96,No,Urban,Low,1.0,3.0,No
2502,HH002503,183.43,3.0,apartment,municipal,25.44,182.2,No,Rural,High,1.0,5.67,No
2504,HH002505,145.74,9.0,apartment,borewell,23.18,138.3,No,Urban,Low,2.0,11.65,No
2510,HH002511,224.09,3,apartment,municipal,32.62,227.43,No,Urban,Medium,1.0,7.38,No
2511,HH002512,227.36,3,house,municipal,35.3,227.85,No,Urban,Medium,2.0,6.7,No
2514,HH002515,193.73,3.0,apartment,municipal,31.83,187.6,No,Urban,Medium,1.0,8.68,No
2522,HH002523,218.37,3,house,municipal,31.4,213.03,No,Suburban,High,4.0,7.42,No
2524,HH002525,246.09,2.0,apartment,municipal,34.12,249.36,No,Urban,Medium,2.0,14.48,No
2525,HH002526,224.13,6.0,apartment,municipal,30.35,224.21,No,Rural,Medium,1.0,11.98,No
2542,HH002543,189.15,3,apartment,municipal,27.18,188.24,No,Urban,Medium,1.0,8.88,No
2552,HH002553,293.55,3,apartment,municipal,39.96,292.95,No,Rural,Medium,2.0,3.47,No
2559,HH002560,246.21,5.0,apartment,municipal,38.74,250.99,No,Suburban,Low,2.0,6.54,No
2565,HH002566,179.59,4.0,apartment,municipal,28.05,171.15,Yes,Urban,Low,1.0,8.39,No
2576,HH002577,273.21,3,house,municipal,43.73,273.85,No,Urban,Low,1.0,14.52,No
2578,HH002579,214.03,3,house,municipal,32.83,214.17,No,Suburban,High,1,3.0,No
2581,HH002582,219.46,7.0,apartment,well,35.52,222.25,No,Rural,High,2.0,4.5,No
2589,HH002590,196.82,10.0,apartment,municipal,27.39,196.24,No,Suburban,Medium,2.0,8.61,No
2594,HH002595,242.42,2.0,apartment,municipal,38.76,239.36,No,Urban,Low,1,14.81,No
2599,HH002600,175.4,5.0,apartment,municipal,26.46,175.36,No,Urban,Low,2.0,7.8,No
2607,HH002608,89.72,4.0,apartment,municipal,14.76,92.24,No,Rural,Medium,1.0,3.0,No
2608,HH002609,244.85,2.0,house,borewell,36.39,248.75,No,Urban,Medium,2.0,3.0,No
2617,HH002618,204.1,3,house,municipal,33.47,198.14,No,Suburban,Medium,1,10.19,No
2618,HH002619,222.86,4.0,apartment,municipal,30.1,218.84,No,Rural,Medium,2.0,5.39,No
2620,HH002621,235.23,5.0,apartment,municipal,32.67,227.88,No,Urban,High,2.0,12.78,No
2629,HH002630,176.03,2.0,apartment,municipal,24.83,175.16,No,Suburban,Medium,2.0,8.86,No
2630,HH002631,214.83,7.0,apartment,municipal,29.09,208.36,No,Suburban,Medium,2.0,9.7,Yes
2632,HH002633,209.86,3.0,apartment,municipal,31.76,209.11,No,Urban,Medium,2.0,11.65,No
2637,HH002638,247.07,6.0,apartment,municipal,35.17,249.32,No,Urban,Medium,1.0,9.21,No
2640,HH002641,290.47,1.0,apartment,municipal,40.89,282.55,No,Urban,Medium,1.0,12.68,No
2645,HH002646,160.76,6.0,apartment,municipal,23.0,162.59,No,Suburban,Low,2.0,8.36,No
2651,HH002652,275.96,2.0,apartment,municipal,38.67,273.62,No,Urban,High,1.0,5.64,No
2653,HH002654,251.53,3,apartment,municipal,36.92,249.85,No,Urban,Medium,1,3.72,No
2654,HH002655,167.11,6.0,house,borewell,22.99,164.65,No,Urban,Medium,1,6.86,No
2658,HH002659,208.59,9.0,apartment,municipal,31.85,205.55,No,Urban,Low,1.0,6.69,No
2664,HH002665,223.16,7.0,apartment,municipal,32.53,216.37,No,Suburban,Medium,1.0,7.28,Yes
2666,HH002667,242.41,3,house,municipal,35.51,247.93,No,Urban,Medium,1,3.0,No
2673,HH002674,173.06,3.0,house,municipal,25.71,172.86,No,Urban,Medium,2.0,15.19,No
2677,HH002678,121.76,4.0,apartment,municipal,19.04,121.59,No,Suburban,Low,2.0,7.88,No
2680,HH002681,233.96,4.0,apartment,municipal,37.08,232.64,No,Urban,Medium,1,3.85,No
2685,HH002686,215.81,4.0,apartment,municipal,32.48,216.04,No,Urban,Medium,1,8.83,No
2690,HH002691,149.17,4.0,apartment,municipal,21.05,152.44,No,Rural,Medium,1,6.99,No
2693,HH002694,193.28,3,apartment,municipal,29.4,204.38,No,Urban,Medium,1,5.5,No
2696,HH002697,254.09,1.0,apartment,municipal,41.6,249.42,No,Urban,Medium,1,3.31,No
2697,HH002698,134.39,3.0,apartment,municipal,18.92,133.05,No,Urban,Medium,1.0,9.4,No
2709,HH002710,278.17,3.0,apartment,municipal,39.32,268.71,No,Rural,Medium,1,11.24,No
2710,HH002711,159.08,5.0,apartment,municipal,24.42,157.56,No,Urban,Low,3.0,9.37,No
2714,HH002715,218.38,8.0,apartment,municipal,33.58,220.8,No,Urban,Medium,1,4.15,No
2717,HH002718,244.26,3.0,apartment,municipal,39.45,242.27,No,Suburban,Medium,2.0,4.73,No
2748,HH002749,219.32,4.0,apartment,rainwater harvesting,33.82,216.22,No,Urban,Medium,1,11.75,No
2755,HH002756,177.42,5.0,house,municipal,25.35,167.82,No,Urban,High,2.0,4.72,No
2767,HH002768,222.74,3.0,apartment,municipal,33.52,225.34,No,Urban,Medium,1,9.97,No
2768,HH002769,174.18,4.0,house,municipal,26.46,166.65,No,Urban,Medium,1,5.16,No
2783,HH002784,147.9,5.0,apartment,municipal,22.29,144.27,No,Urban,Low,1,10.36,No
2791,HH002792,172.13,4.0,apartment,borewell,24.06,175.54,No,Urban,Medium,2.0,9.88,Yes
2797,HH002798,110.71,5.0,apartment,municipal,15.33,108.25,No,Urban,Medium,2.0,4.06,No
2799,HH002800,215.06,6.0,apartment,municipal,29.9,221.16,No,Suburban,Medium,2.0,7.85,No
2800,HH002801,209.19,10.0,apartment,borewell,32.22,211.53,No,Urban,Medium,2.0,12.64,No
2808,HH002809,245.77,5.0,apartment,municipal,36.33,245.76,No,Urban,Medium,1,13.08,No
2811,HH002812,168.22,3,apartment,municipal,25.68,174.69,No,Urban,Medium,2.0,12.38,No
2812,HH002813,286.94,3.0,apartment,municipal,45.52,299.6,Yes,Rural,Medium,2.0,6.03,No
2819,HH002820,103.62,3,house,municipal,15.57,100.1,No,Suburban,Medium,1,11.67,No
2835,HH002836,185.01,3.0,apartment,municipal,25.86,178.13,No,Rural,Medium,3.0,8.71,No
2845,HH002846,145.13,3,house,municipal,20.5,145.23,No,Urban,Medium,2.0,5.89,No
2847,HH002848,158.14,4.0,house,rainwater harvesting,24.14,158.17,No,Suburban,High,1.0,7.01,No
2851,HH002852,241.67,5.0,house,borewell,32.87,234.72,No,Urban,Medium,1,4.89,No
2856,HH002857,164.1,4.0,apartment,rainwater harvesting,25.95,173.02,No,Suburban,Low,3.0,12.79,No
2859,HH002860,209.71,3.0,house,rainwater harvesting,33.9,209.64,No,Suburban,Medium,1.0,11.27,No
2860,HH002861,173.44,8.0,apartment,municipal,26.43,169.91,No,Rural,Medium,2.0,3.0,No
2868,HH002869,226.74,5.0,apartment,municipal,36.16,226.61,No,Urban,High,2.0,8.97,No
2877,HH002878,166.61,7.0,house,municipal,24.83,161.73,Yes,Urban,Medium,1,5.64,No
2882,HH002883,169.66,4.0,apartment,municipal,26.07,159.6,No,Urban,Medium,1.0,9.75,No
2890,HH002891,207.06,1.0,apartment,municipal,32.28,213.33,No,Urban,Medium,3.0,12.16,No
2899,HH002900,214.37,2.0,apartment,municipal,32.36,214.18,No,Urban,Medium,1,4.59,No
2903,HH002904,216.48,5.0,house,municipal,34.96,214.93,No,Urban,High,3.0,3.95,No
2909,HH002910,262.86,5.0,apartment,municipal,40.17,259.74,No,Urban,Medium,1.0,11.66,No
2913,HH002914,237.9,7.0,apartment,rainwater harvesting,33.63,247.13,No,Suburban,Medium,2.0,7.13,No
2924,HH002925,204.59,3.0,apartment,municipal,28.43,203.51,No,Rural,Medium,1,14.64,No
2927,HH002928,210.74,3,apartment,rainwater harvesting,29.71,214.93,No,Urban,Medium,1,11.72,No
2941,HH002942,176.68,3.0,apartment,borewell,23.94,178.39,No,Urban,Medium,2.0,5.25,No
2949,HH002950,118.48,5.0,apartment,municipal,16.09,115.36,No,Urban,Low,1,8.12,No
2955,HH002956,287.37,3.0,apartment,municipal,39.88,287.59,No,Urban,Medium,1.0,11.72,No
2962,HH002963,173.55,3,apartment,municipal,25.17,169.92,No,Urban,Low,1,8.95,No
2966,HH002967,217.63,3,apartment,borewell,34.84,218.47,No,Rural,Medium,2.0,7.61,No
2969,HH002970,213.5,3,house,municipal,35.1,213.17,No,Urban,Low,1,11.34,No
2973,HH002974,299.36,3,apartment,municipal,48.75,295.73,No,Urban,Medium,1,5.73,No
2974,HH002975,245.57,7.0,apartment,municipal,35.21,242.45,No,Urban,High,1,7.16,No
2978,HH002979,227.17,3,apartment,municipal,34.63,222.59,No,Urban,Medium,2.0,11.06,No
2985,HH002986,152.0,3,apartment,municipal,24.52,157.13,No,Suburban,High,1,5.97,No
2987,HH002988,204.67,6.0,apartment,borewell,27.85,202.79,No,Urban,Medium,1.0,11.71,No
2991,HH002992,230.11,3,apartment,well,37.73,232.64,No,Urban,Low,1.0,6.34,No
2995,HH002996,203.87,3,apartment,borewell,29.06,203.68,No,Urban,Low,1.0,5.37,No
3000,HH003001,104.61,2.0,apartment,rainwater harvesting,16.58,104.74,No,Suburban,Low,2.0,7.1,Yes
3003,HH003004,294.38,3,apartment,municipal,45.03,296.23,No,Rural,Medium,2.0,5.45,No
3008,HH003009,254.13,3,apartment,rainwater harvesting,35.95,264.09,No,Urban,Low,2.0,5.9,No
3013,HH003014,130.14,5.0,apartment,municipal,18.64,124.55,No,Rural,Medium,1,5.87,No
3014,HH003015,170.82,3.0,house,municipal,28.04,169.21,No,Suburban,Medium,1.0,8.76,No
3016,HH003017,124.03,3.0,apartment,municipal,18.98,119.01,No,Urban,Medium,1,6.63,No
3047,HH003048,183.19,3.0,apartment,well,27.56,181.92,No,Urban,Medium,1,12.08,No
3050,HH003051,131.42,3,apartment,municipal,20.2,127.93,No,Urban,Medium,1.0,9.09,No
3069,HH003070,234.64,3,apartment,rainwater harvesting,38.41,243.4,No,Suburban,Medium,3.0,3.88,No
3073,HH003074,281.59,3.0,apartment,municipal,41.97,280.67,No,Urban,Medium,1,8.49,No
3077,HH003078,227.65,4.0,apartment,municipal,31.36,228.84,No,Urban,Medium,3.0,4.19,No
3079,HH003080,187.57,6.0,house,municipal,25.83,194.84,No,Urban,Low,2.0,6.44,No
3085,HH003086,215.5,4.0,apartment,rainwater harvesting,31.15,217.83,No,Urban,Low,3.0,11.94,No
